SK_ID_CURR,TARGET
100001,0.06505115350365907
100005,0.1264008628620722
100013,0.08123883481753814
100028,0.06150936361445509
100038,0.12830764326246147
100042,0.055893562654302634
100057,0.08303505659957819
100065,0.1254701494540474
100066,0.05035906244185308
100067,0.10329456967704859
100074,0.0632456135874925
100090,0.11512749959390199
100091,0.11715822104511228
100092,0.09810110738049097
100106,0.15582105555336906
100107,0.11181272003296602
100109,0.09856982364431137
100117,0.07621643925456392
100128,0.07349350185004867
100141,0.08792808085047811
100150,0.07549698001080198
100168,0.06499484686526817
100169,0.04432495822613235
100170,0.08690339091889722
100171,0.09982796639888061
100172,0.12153726652090685
100184,0.07391717210447454
100187,0.06173908150778889
100212,0.08580741486609231
100222,0.08476303380360356
100223,0.06309495139766641
100232,0.07324641756621235
100241,0.1411894160301817
100245,0.07944665703269002
100253,0.06144341107720485
100256,0.09450552250060656
100271,0.05483319047297372
100278,0.10646984965464196
100280,0.07066897821557809
100306,0.1538884559946224
100311,0.10708583173122707
100312,0.06354206411778862
100330,0.0749590740432569
100331,0.08947734436037078
100352,0.09284457873378958
100358,0.09300646295957904
100367,0.08562889481562205
100382,0.08528106471159601
100384,0.07421528114337471
100385,0.11568043013464616
100386,0.09037798935695132
100399,0.07180169163277555
100404,0.06926376142877252
100416,0.07177980818878776
100422,0.12102744691321074
100426,0.07943465420508557
100438,0.06845415904714301
100444,0.11472582332051408
100445,0.12338752376867879
100446,0.11718791412933047
100447,0.06484685933662433
100450,0.07368489794081405
100466,0.08577776882932908
100483,0.07288528331888568
100484,0.052560838077373724
100494,0.08403868913148649
100510,0.12550612364273966
100512,0.05955091684647267
100517,0.06955169980080028
100548,0.05836370540743317
100551,0.07007066447882389
100552,0.1256188788202177
100553,0.08592070699338525
100561,0.09290545248633332
100568,0.12349820383732127
100569,0.06932599505218806
100591,0.09532500450649682
100592,0.04786700047993433
100602,0.10761530978210726
100607,0.07915733752121476
100613,0.08342402592094025
100617,0.07819070190652505
100618,0.09140864410334726
100622,0.16354194746655257
100625,0.12431263176237188
100677,0.08352778474211338
100699,0.0767066057291197
100702,0.13677986299869774
100711,0.08414673212557172
100729,0.13700498689615478
100740,0.1181603328716478
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221775
100751,0.11105572463681845
100752,0.08554727492674793
100753,0.14571359597809913
100754,0.0958495606319628
100760,0.10778869724450367
100762,0.09414765932663512
100763,0.07689646213231564
100765,0.07605647559910439
100770,0.10165115911132185
100772,0.08600916255940481
100777,0.08513413574717515
100791,0.06889436622965486
100792,0.05947658166287281
100797,0.0881767537547676
100823,0.0945128169619222
100826,0.09202204145795952
100830,0.06687916893389168
100836,0.13168645541781857
100872,0.0832569176557838
100910,0.08810221959395809
100913,0.0584346778095376
100918,0.07937864673538483
100931,0.05514747184902414
100952,0.1194902848052933
100953,0.10172954239413715
100965,0.10498516324440446
100970,0.08125807408719696
100982,0.12076705043209858
100983,0.08480641018997771
100984,0.0685520953590199
100987,0.11510383336707546
100997,0.09121567065736026
100998,0.1314093219068118
101002,0.09746583153356286
101005,0.13453438709951482
101008,0.12053593394277935
101020,0.09440688168206644
101021,0.09105592060098777
101024,0.09414318667965509
101025,0.12711103422962244
101026,0.09416244449873672
101031,0.08579609370327174
101041,0.05721681798444156
101051,0.06411509120527623
101055,0.08877760222898105
101056,0.13112088317061937
101057,0.10187608479978899
101064,0.07281106654750838
101079,0.07948754488696336
101087,0.08834801209149983
101090,0.06424746086440279
101092,0.09062466161434947
101097,0.09630861490977712
101099,0.055576930520801496
101107,0.08948925292336843
101118,0.09101263913059846
101125,0.09791544727678911
101126,0.08149108478468309
101128,0.09538579307817172
101136,0.1299700896699041
101140,0.10720188790181287
101149,0.07461143447731632
101160,0.08020977113151728
101169,0.1139047040814312
101181,0.07426691984170448
101186,0.05765661341740577
101190,0.09935317534686072
101193,0.11827633062849452
101194,0.08977073088165735
101198,0.09753728988346816
101200,0.0765587240653572
101204,0.09941226420334165
101211,0.08185972107005537
101213,0.08381076173089547
101223,0.07259101388072678
101225,0.09344779613202282
101237,0.0753194410828241
101243,0.07945522275754177
101244,0.10902938959099727
101258,0.06844657332981625
101259,0.15467265681652975
101268,0.10278010414570832
101269,0.06505812947658036
101271,0.11227443019629103
101279,0.07017851485663787
101281,0.08675545030959668
101287,0.07470331555638919
101292,0.09197170296561258
101294,0.07760337849291885
101296,0.06648767601102724
101297,0.08110229421754483
101299,0.06148473392716909
101301,0.07602560222847998
101305,0.07619891274800912
101308,0.06827367638008106
101318,0.05586963792807134
101327,0.11159211858804347
101329,0.10362561142012632
101332,0.06396691855061883
101337,0.09168784393150171
101343,0.0638873414485889
101345,0.08158181306324618
101346,0.08891070555660709
101353,0.053288496190474016
101354,0.11075568545317846
101355,0.09436582916170361
101356,0.05658809081128683
101362,0.11095251812528785
101363,0.12558045767131018
101365,0.07995412028656314
101366,0.09505243984275778
101367,0.12163139249713469
101368,0.055688458735560796
101374,0.12436709999028177
101380,0.06018063163657524
101383,0.06512768652959439
101398,0.05287841078254092
101399,0.13350063675648996
101401,0.09513324466099021
101412,0.10100610108262885
101426,0.10497692887101163
101427,0.14243982129951324
101428,0.10161036787567967
101429,0.09574422878772056
101434,0.0686766444581761
101440,0.09161461578235242
101448,0.09507097994165108
101449,0.07985483516461535
101465,0.07580329546110766
101467,0.06605088216866
101472,0.1470285512388135
101478,0.0804152027522141
101497,0.08472821055468177
101504,0.06458279545356034
101547,0.08596212803680243
101548,0.10034209614320334
101555,0.07559559617145493
101570,0.09253191541572028
101572,0.07042053809183196
101578,0.07814501045221225
101580,0.10305693443213695
101588,0.09972454611604346
101602,0.07756004858257431
101610,0.10215052768655782
101614,0.11711226463466284
101616,0.09655276252154932
101643,0.09230293852022367
101644,0.09720392170050239
101649,0.08676295551470624
101650,0.10121278569942456
101665,0.06121208602950389
101667,0.12991626904580744
101669,0.057524446821555
101674,0.13380930525746482
101675,0.08503792386196947
101678,0.10503892932241568
101682,0.08020617873062252
101686,0.09367536577004756
101697,0.12863071227046485
101700,0.09284068551754192
101711,0.06729681832219994
101714,0.050805830090483
101715,0.10639287177796627
101728,0.09453383029893184
101732,0.07167396091589558
101757,0.08982194032625482
101758,0.1021604871289375
101759,0.10332324690632308
101762,0.05048136047730663
101764,0.07314549836923198
101780,0.11629200847582535
101784,0.08773853384263824
101789,0.07161647984658741
101816,0.08203210607908944
101819,0.05886987502792238
101827,0.043593853829173225
101863,0.0832048283421126
101867,0.10188718859520006
101870,0.07286242833501139
101873,0.10268604174661362
101878,0.09462086584786149
101879,0.05546307945088578
101880,0.0713592734216367
101887,0.11010805266856635
101897,0.06297367732773478
101901,0.0636949067114677
101903,0.14907371182307705
101920,0.06964216995217978
101921,0.08281902673072333
101922,0.08006943430910897
101961,0.15337247773757154
101962,0.07878041035563646
101971,0.07272347554030884
101976,0.122992558004781
102002,0.10054223416461305
102005,0.06705013429491684
102007,0.13864440953786647
102017,0.07006540443475137
102019,0.12015533381888302
102029,0.060122318405053735
102051,0.09234295413187478
102052,0.06667859444747684
102054,0.07920550658542942
102062,0.11321924394802754
102067,0.09825711941359691
102068,0.09283717091132337
102070,0.07130340786088042
102090,0.07484996375322958
102092,0.14017820471897482
102099,0.12889439021967136
102100,0.052013899769198346
102112,0.10151791313697543
102113,0.09838669651406524
102122,0.10112303574309546
102123,0.07397730517884868
102125,0.06822189077905912
102126,0.10590494527851188
